"TOA5","Potchefstroom","CR1000X","12345","CR1000X.Std.13.02","CPU:StratusDemo.CR1X","51201","WeatherData"
"TIMESTAMP","RECORD","AirTC_Avg","RH","DewPt_Avg","BP_mbar_Avg","WS_ms_Avg","WS_Max","WSpd_Min","WindDir","Wind_Dir_SD1_WVT","SlrW_Avg","SlrMJ_Tot","UV_Index_Avg","Rain_mm_Tot","SoilTC_Avg","VWC_Avg","Visibility_km","PM2_5_Avg","PM10_Avg","Lightning_Tot","LightningDist","LightningEnergy","BattV_Avg","PTemp_C_Avg","MPPT_SolV_Avg","MPPT_SolI_Avg","MPPT_SolP_Avg","MPPT_BatV_Avg","MPPT_LdV_Avg","MPPT_LdI_Avg","SolarCharger_BoardTemp_1_Avg"
"2026-08-16 01:35:00","1114","11.27","98.0","10.97","856.39","1.69","2.81","1.02","66.0","9.2","0.0","0.0000","0.0","0.00","17.66","0.1829","25.6","13.2","24.0","281","NAN","NAN","12.536","12.23","0.00","0.00","0.0","12.536","12.41","0.20","12.03"
"2026-08-16 01:40:00","1115","11.26","98.0","10.96","856.34","1.59","2.77","1.13","65.7","14.1","0.0","0.0000","0.0","0.00","17.60","0.1829","21.7","15.7","36.7","281","NAN","NAN","12.528","11.74","0.00","0.00","0.0","12.528","12.47","0.25","12.54"
"2026-08-16 01:45:00","1116","10.75","98.0","10.45","856.20","1.79","2.60","0.85","65.4","13.1","0.0","0.0000","0.0","0.00","17.54","0.1829","25.3","13.3","25.8","281","NAN","NAN","12.511","11.76","0.00","0.00","0.0","12.511","12.38","0.18","12.19"
"2026-08-16 01:50:00","1117","11.12","98.0","10.82","856.40","1.01","1.49","0.58","65.2","13.3","0.0","0.0000","0.0","0.00","17.47","0.1829","17.9","17.9","37.7","281","NAN","NAN","12.513","12.13","0.00","0.00","0.0","12.513","12.46","0.30","12.21"
"2026-08-16 01:55:00","1118","10.57","98.0","10.27","856.22","1.59","2.29","1.05","64.9","10.8","0.0","0.0000","0.0","0.00","17.41","0.1829","23.7","13.4","30.2","281","NAN","NAN","12.511","11.38","0.00","0.00","0.0","12.511","12.36","0.33","11.78"
"2026-08-16 02:00:00","1119","10.86","98.0","10.56","856.39","0.91","1.33","0.47","64.6","11.8","0.0","0.0000","0.0","0.00","17.35","0.1829","22.3","17.3","34.8","281","NAN","NAN","12.517","11.84","0.00","0.00","0.0","12.517","12.38","0.26","12.10"
"2026-08-16 02:05:00","1120","10.99","98.0","10.69","856.42","1.75","2.71","1.04","64.3","10.3","0.0","0.0000","0.0","0.00","17.29","0.1829","19.9","17.0","33.6","281","NAN","NAN","12.523","11.64","0.00","0.00","0.0","12.523","12.44","0.20","11.99"
"2026-08-16 02:10:00","1121","10.79","98.0","10.49","856.44","1.27","1.91","0.73","64.1","10.1","0.0","0.0000","0.0","0.00","17.23","0.1829","18.8","17.3","38.9","281","NAN","NAN","12.494","11.35","0.00","0.00","0.0","12.494","12.41","0.13","11.78"
"2026-08-16 02:15:00","1122","10.71","98.0","10.41","856.33","1.45","2.35","0.97","63.8","7.3","0.0","0.0000","0.0","0.00","17.17","0.1829","25.4","16.2","28.0","281","NAN","NAN","12.480","11.56","0.00","0.00","0.0","12.480","12.42","0.32","11.95"
"2026-08-16 02:20:00","1123","10.71","98.0","10.41","856.43","1.68","2.68","1.01","63.5","7.8","0.0","0.0000","0.0","0.00","17.12","0.1829","21.3","14.6","33.2","281","NAN","NAN","12.502","11.34","0.00","0.00","0.0","12.502","12.44","0.31","12.03"
"2026-08-16 02:25:00","1124","10.32","98.0","10.02","856.60","1.34","2.20","0.83","63.2","11.9","0.0","0.0000","0.0","0.00","17.06","0.1829","24.8","15.2","29.4","281","NAN","NAN","12.472","10.60","0.00","0.00","0.0","12.472","12.32","0.31","11.79"
"2026-08-16 02:30:00","1125","10.30","98.0","10.00","856.42","1.60","2.44","0.94","62.9","12.5","0.0","0.0000","0.0","0.00","17.00","0.1829","20.0","16.5","38.1","281","NAN","NAN","12.472","11.37","0.00","0.00","0.0","12.472","12.33","0.13","11.82"
"2026-08-16 02:35:00","1126","10.73","98.0","10.43","856.44","1.24","1.99","0.91","62.7","16.8","0.0","0.0000","0.0","0.00","16.95","0.1829","22.3","16.3","35.1","281","NAN","NAN","12.474","11.89","0.00","0.00","0.0","12.474","12.40","0.28","11.53"
"2026-08-16 02:40:00","1127","10.67","98.0","10.37","856.50","1.71","2.37","0.84","62.4","11.6","0.0","0.0000","0.0","0.00","16.90","0.1829","23.6","12.7","28.4","281","NAN","NAN","12.489","11.42","0.00","0.00","0.0","12.489","12.36","0.29","12.34"
"2026-08-16 02:45:00","1128","10.50","98.0","10.20","856.48","0.97","1.37","0.44","62.1","6.3","0.0","0.0000","0.0","0.00","16.84","0.1829","20.6","16.0","34.7","281","NAN","NAN","12.469","11.76","0.00","0.00","0.0","12.469","12.32","0.21","12.01"
"2026-08-16 02:50:00","1129","10.62","98.0","10.32","856.72","1.09","1.88","0.54","61.8","17.9","0.0","0.0000","0.0","0.00","16.79","0.1829","24.9","17.3","30.1","281","NAN","NAN","12.446","10.94","0.00","0.00","0.0","12.446","12.39","0.28","11.73"
"2026-08-16 02:55:00","1130","10.39","98.0","10.09","856.76","1.39","1.88","0.81","61.5","15.4","0.0","0.0000","0.0","0.00","16.74","0.1829","22.7","15.5","34.2","281","NAN","NAN","12.478","10.66","0.00","0.00","0.0","12.478","12.34","0.13","11.86"
"2026-08-16 03:00:00","1131","10.61","98.0","10.31","856.85","1.27","2.05","0.69","61.3","14.3","0.0","0.0000","0.0","0.00","16.69","0.1829","24.0","14.5","27.9","281","NAN","NAN","12.438","10.95","0.00","0.00","0.0","12.438","12.37","0.15","12.11"
"2026-08-16 03:05:00","1132","10.38","98.0","10.08","856.68","1.25","1.80","0.80","61.0","13.3","0.0","0.0000","0.0","0.00","16.64","0.1829","22.2","17.1","33.5","281","NAN","NAN","12.470","11.59","0.00","0.00","0.0","12.470","12.38","0.17","11.54"
"2026-08-16 03:10:00","1133","10.51","98.0","10.21","856.80","1.66","2.84","0.84","60.7","12.0","0.0","0.0000","0.0","0.00","16.59","0.1829","22.7","15.2","34.0","281","NAN","NAN","12.452","11.81","0.00","0.00","0.0","12.452","12.35","0.31","11.65"
"2026-08-16 03:15:00","1134","10.23","98.0","9.93","856.90","1.52","2.58","1.06","60.4","13.8","0.0","0.0000","0.0","0.00","16.55","0.1829","20.8","16.8","36.5","281","NAN","NAN","12.431","10.75","0.00","0.00","0.0","12.431","12.33","0.30","11.84"
"2026-08-16 03:20:00","1135","10.24","98.0","9.94","856.98","0.99","1.55","0.67","60.1","8.4","0.0","0.0000","0.0","0.00","16.50","0.1829","21.0","16.8","31.0","281","NAN","NAN","12.453","11.17","0.00","0.00","0.0","12.453","12.35","0.19","11.04"
"2026-08-16 03:25:00","1136","10.31","98.0","10.01","857.00","1.68","2.57","1.07","59.9","7.7","0.0","0.0000","0.0","0.00","16.46","0.1829","25.2","15.6","28.7","281","NAN","NAN","12.425","11.11","0.00","0.00","0.0","12.425","12.37","0.12","11.12"
"2026-08-16 03:30:00","1137","10.59","98.0","10.29","856.96","1.69","2.48","0.89","59.6","14.7","0.0","0.0000","0.0","0.00","16.41","0.1829","24.1","13.4","26.8","281","NAN","NAN","12.418","11.60","0.00","0.00","0.0","12.418","12.35","0.32","11.71"
"2026-08-16 03:35:00","1138","10.80","98.0","10.50","856.91","1.07","1.49","0.68","59.3","8.0","0.0","0.0000","0.0","0.00","16.37","0.1829","20.9","14.2","31.5","281","NAN","NAN","12.429","11.74","0.00","0.00","0.0","12.429","12.37","0.24","12.33"
"2026-08-16 03:40:00","1139","10.72","98.0","10.42","857.14","0.99","1.54","0.45","59.0","10.0","0.0","0.0000","0.0","0.00","16.33","0.1829","20.9","18.8","34.0","281","NAN","NAN","12.407","11.08","0.00","0.00","0.0","12.407","12.35","0.31","11.80"
"2026-08-16 03:45:00","1140","10.62","98.0","10.32","857.22","1.16","1.84","0.75","58.7","16.6","0.0","0.0000","0.0","0.00","16.29","0.1829","19.5","18.5","38.7","281","NAN","NAN","12.414","10.83","0.00","0.00","0.0","12.414","12.33","0.24","11.57"
"2026-08-16 03:50:00","1141","10.58","98.0","10.28","857.27","1.40","2.20","0.65","58.4","17.0","0.0","0.0000","0.0","0.00","16.25","0.1829","22.4","14.7","34.9","281","NAN","NAN","12.396","11.43","0.00","0.00","0.0","12.396","12.29","0.22","12.03"
"2026-08-16 03:55:00","1142","10.80","98.0","10.50","857.33","1.63","2.46","1.13","58.1","7.9","0.0","0.0000","0.0","0.00","16.22","0.1829","22.9","16.1","32.0","281","NAN","NAN","12.406","11.66","0.00","0.00","0.0","12.406","12.27","0.28","12.32"
"2026-08-16 04:00:00","1143","10.95","98.0","10.65","857.28","1.36","2.13","0.64","57.9","6.8","0.0","0.0000","0.0","0.00","16.18","0.1829","26.0","13.8","24.1","281","NAN","NAN","12.392","12.20","0.00","0.00","0.0","12.392","12.29","0.14","11.79"
"2026-08-16 04:05:00","1144","10.90","98.0","10.60","857.16","1.78","2.68","1.00","57.6","12.9","0.0","0.0000","0.0","0.00","16.15","0.1829","23.0","16.2","33.0","281","NAN","NAN","12.376","11.92","0.00","0.00","0.0","12.376","12.27","0.28","12.39"
"2026-08-16 04:10:00","1145","10.96","98.0","10.66","857.32","1.14","1.76","0.58","57.3","16.2","0.0","0.0000","0.0","0.00","16.11","0.1829","24.2","16.3","27.8","281","NAN","NAN","12.395","12.07","0.00","0.00","0.0","12.395","12.25","0.13","12.33"
"2026-08-16 04:15:00","1146","10.80","98.0","10.50","857.35","1.79","2.63","1.23","57.0","15.7","0.0","0.0000","0.0","0.00","16.08","0.1829","22.8","14.0","29.4","281","NAN","NAN","12.393","11.86","0.00","0.00","0.0","12.393","12.34","0.28","11.65"
"2026-08-16 04:20:00","1147","11.09","98.0","10.79","857.46","1.77","2.60","1.18","56.7","11.8","0.0","0.0000","0.0","0.00","16.05","0.1829","21.8","16.0","36.5","281","NAN","NAN","12.394","12.39","0.00","0.00","0.0","12.394","12.26","0.26","11.84"
"2026-08-16 04:25:00","1148","11.25","98.0","10.95","857.54","1.57","2.43","0.73","56.4","13.4","0.0","0.0000","0.0","0.00","16.02","0.1829","25.7","15.5","29.5","281","NAN","NAN","12.370","12.31","0.00","0.00","0.0","12.370","12.30","0.19","12.67"
"2026-08-16 04:30:00","1149","10.97","98.0","10.67","857.66","1.29","2.17","0.80","56.1","14.0","0.0","0.0000","0.0","0.00","16.00","0.1829","21.7","18.2","35.0","281","NAN","NAN","12.391","11.51","0.00","0.00","0.0","12.391","12.31","0.15","12.49"
"2026-08-16 04:35:00","1150","11.40","98.0","11.10","857.54","1.64","2.62","1.15","55.9","6.6","0.0","0.0000","0.0","0.00","15.97","0.1829","20.6","15.2","35.3","281","NAN","NAN","12.368","12.33","0.00","0.00","0.0","12.368","12.23","0.30","12.31"
"2026-08-16 04:40:00","1151","11.48","98.0","11.18","857.56","1.79","2.85","1.24","55.6","7.1","0.0","0.0000","0.0","0.00","15.95","0.1829","25.3","16.7","29.5","281","NAN","NAN","12.378","11.96","0.00","0.00","0.0","12.378","12.33","0.31","12.92"
"2026-08-16 04:45:00","1152","11.45","98.0","11.15","857.78","0.91","1.39","0.46","55.3","16.2","0.0","0.0000","0.0","0.00","15.92","0.1829","23.4","17.3","29.7","281","NAN","NAN","12.351","12.00","0.00","0.00","0.0","12.351","12.30","0.12","12.56"
"2026-08-16 04:50:00","1153","8.57","98.0","8.27","857.65","1.31","2.19","0.91","55.0","8.9","0.0","0.0000","0.0","0.00","13.02","0.1829","21.5","14.1","32.1","281","NAN","NAN","12.372","9.01","0.00","0.00","0.0","12.372","12.26","0.24","10.14"
"2026-08-16 04:55:00","1154","8.55","98.0","8.25","857.77","0.95","1.43","0.54","54.7","14.3","0.0","0.0000","0.0","0.00","13.00","0.1829","20.2","19.0","38.2","281","NAN","NAN","12.342","9.36","0.00","0.00","0.0","12.342","12.23","0.34","9.48"
"2026-08-16 05:00:00","1155","9.14","98.0","8.84","857.77","1.28","2.20","0.59","54.4","16.9","0.0","0.0000","0.0","0.00","12.98","0.1829","18.1","16.0","36.2","281","NAN","NAN","12.345","10.42","0.00","0.00","0.0","12.345","12.24","0.15","10.64"
"2026-08-16 05:05:00","1156","8.87","98.0","8.57","857.80","1.31","2.10","0.94","54.1","8.9","0.0","0.0000","0.0","0.00","12.96","0.1829","22.8","16.0","29.3","281","NAN","NAN","12.363","9.74","0.00","0.00","0.0","12.363","12.31","0.25","9.63"
"2026-08-16 05:10:00","1157","9.10","98.0","8.80","857.72","1.70","2.66","0.85","53.9","15.9","0.0","0.0000","0.0","0.00","12.95","0.1829","21.8","14.0","31.2","281","NAN","NAN","12.347","9.84","0.00","0.00","0.0","12.347","12.22","0.26","10.31"
"2026-08-16 05:15:00","1158","9.43","98.0","9.13","857.92","0.99","1.49","0.45","53.6","15.6","0.0","0.0000","0.0","0.00","12.93","0.1829","22.5","15.1","29.8","281","NAN","NAN","12.343","10.33","0.00","0.00","0.0","12.343","12.29","0.26","10.73"
"2026-08-16 05:20:00","1159","9.23","98.0","8.93","857.92","1.19","1.61","0.69","53.3","17.1","0.0","0.0000","0.0","0.00","12.92","0.1829","27.3","14.9","26.6","281","NAN","NAN","12.335","10.47","0.00","0.00","0.0","12.335","12.23","0.16","10.79"
"2026-08-16 05:25:00","1160","9.71","96.0","9.11","858.10","1.03","1.62","0.59","53.0","17.4","0.0","0.0000","0.0","0.00","12.91","0.1829","19.2","18.1","38.5","281","NAN","NAN","12.345","10.53","0.00","0.00","0.0","12.345","12.27","0.22","11.11"
"2026-08-16 05:30:00","1161","9.72","95.1","8.98","858.07","1.79","2.91","0.89","52.7","16.2","0.0","0.0000","0.0","0.00","12.90","0.1829","24.1","14.3","29.5","281","NAN","NAN","12.329","10.74","0.00","0.00","0.0","12.329","12.27","0.24","11.20"
"2026-08-16 05:35:00","1162","9.72","98.0","9.42","858.08","1.40","2.30","0.74","52.4","8.2","0.0","0.0000","0.0","0.00","12.89","0.1829","19.5","16.9","36.4","281","NAN","NAN","12.344","10.09","0.00","0.00","0.0","12.344","12.27","0.28","11.37"
"2026-08-16 05:40:00","1163","9.58","98.0","9.28","858.22","1.15","1.90","0.63","52.1","16.3","0.0","0.0000","0.0","0.00","12.88","0.1829","17.2","18.4","40.5","281","NAN","NAN","12.334","10.62","0.00","0.00","0.0","12.334","12.24","0.24","10.71"
"2026-08-16 05:45:00","1164","10.05","96.3","9.48","858.14","0.95","1.59","0.60","51.9","9.0","0.0","0.0000","0.0","0.00","12.88","0.1829","19.6","18.2","36.4","281","NAN","NAN","12.341","11.23","0.00","0.00","0.0","12.341","12.20","0.29","10.84"
"2026-08-16 05:50:00","1165","10.31","94.8","9.52","858.20","1.33","2.17","0.94","51.6","7.7","0.0","0.0000","0.0","0.00","12.88","0.1829","23.8","17.4","32.4","281","NAN","NAN","12.343","10.74","0.00","0.00","0.0","12.343","12.22","0.33","11.60"
"2026-08-16 05:55:00","1166","10.08","97.8","9.75","858.28","1.22","2.07","0.73","51.3","15.1","0.0","0.0000","0.0","0.00","12.87","0.1829","24.5","14.8","25.5","281","NAN","NAN","12.345","10.95","0.00","0.00","0.0","12.345","12.29","0.29","11.04"
"2026-08-16 06:00:00","1167","10.44","94.9","9.66","858.35","1.40","2.13","1.00","51.0","15.0","0.0","0.0000","0.0","0.00","12.87","0.1829","24.9","16.1","28.0","281","NAN","NAN","12.328","11.10","0.00","0.00","0.0","12.328","12.24","0.16","11.37"
"2026-08-16 06:05:00","1168","10.26","94.6","9.43","858.28","1.53","2.35","0.80","50.7","13.4","0.0","0.0000","0.0","0.00","12.87","0.1829","23.3","17.4","33.0","281","NAN","NAN","12.350","10.75","0.00","0.00","0.0","12.350","12.29","0.16","11.38"
"2026-08-16 06:10:00","1169","10.37","97.6","10.01","858.21","1.57","2.21","1.15","50.4","9.6","0.0","0.0000","0.0","0.00","12.88","0.1829","20.5","17.8","38.6","281","NAN","NAN","12.351","11.32","0.00","0.00","0.0","12.351","12.28","0.23","11.14"
"2026-08-16 06:15:00","1170","11.03","89.9","9.43","858.17","1.37","1.90","0.62","50.1","11.7","0.0","0.0000","0.0","0.00","12.88","0.1829","19.0","16.1","36.9","281","NAN","NAN","12.364","12.36","0.00","0.00","0.0","12.364","12.29","0.32","11.74"
"2026-08-16 06:20:00","1171","11.22","91.7","9.92","858.30","1.01","1.70","0.72","49.9","15.4","0.0","0.0000","0.0","0.00","12.88","0.1829","18.9","18.2","38.0","281","NAN","NAN","12.358","11.82","0.00","0.00","0.0","12.358","12.23","0.18","12.47"
"2026-08-16 06:25:00","1172","11.16","90.1","9.61","858.17","1.07","1.45","0.64","49.6","15.4","0.0","0.0000","0.0","0.00","12.89","0.1829","24.0","14.5","28.1","281","NAN","NAN","12.359","12.30","0.00","0.00","0.0","12.359","12.24","0.16","12.36"
"2026-08-16 06:30:00","1173","11.05","93.3","10.02","858.33","1.48","2.13","1.09","49.3","13.9","0.0","0.0000","0.0","0.00","12.90","0.1829","20.1","18.0","34.8","281","NAN","NAN","12.349","11.95","0.00","0.00","0.0","12.349","12.24","0.29","12.28"
"2026-08-16 06:35:00","1174","11.36","90.8","9.91","858.41","1.02","1.67","0.63","49.0","16.0","0.0","0.0000","0.0","0.00","12.91","0.1829","27.0","14.7","26.3","281","NAN","NAN","12.360","12.64","0.00","0.00","0.0","12.360","12.27","0.13","12.43"
"2026-08-16 06:40:00","1175","11.53","85.2","9.12","858.44","1.01","1.77","0.48","48.7","14.3","0.0","0.0000","0.0","0.00","12.92","0.1829","20.7","15.9","33.6","281","NAN","NAN","12.350","12.93","0.00","0.00","0.0","12.350","12.22","0.20","12.43"
"2026-08-16 06:45:00","1176","12.08","82.6","9.21","858.38","1.63","2.62","0.81","48.5","6.2","3.8","0.0011","0.0","0.00","12.93","0.1829","24.2","15.2","31.0","281","NAN","NAN","12.326","13.19","0.00","0.00","0.0","12.326","12.18","0.31","13.18"
"2026-08-16 06:50:00","1177","11.91","87.2","9.85","858.45","1.76","2.96","1.32","48.2","13.6","16.7","0.0050","0.2","0.00","12.95","0.1828","19.7","15.4","33.9","281","NAN","NAN","12.330","12.45","17.23","0.00","0.0","12.330","12.19","0.18","12.81"
"2026-08-16 06:55:00","1178","11.90","86.2","9.68","858.50","1.63","2.80","1.09","47.9","17.2","30.6","0.0092","0.3","0.00","12.96","0.1828","26.6","13.7","24.0","281","NAN","NAN","12.339","12.56","17.90","0.02","0.4","12.339","12.28","0.25","12.96"
"2026-08-16 07:00:00","1179","12.25","84.8","9.77","858.35","1.41","2.34","0.65","47.6","9.6","44.2","0.0133","0.4","0.00","12.98","0.1828","22.6","15.3","30.3","281","NAN","NAN","12.358","13.41","17.97","0.13","2.3","12.358","12.25","0.23","13.63"
"2026-08-16 07:05:00","1180","12.26","85.1","9.83","858.35","1.18","1.92","0.85","47.3","14.3","61.2","0.0184","0.6","0.00","13.00","0.1828","18.4","18.2","39.9","281","NAN","NAN","13.560","13.48","17.76","0.22","3.9","13.560","13.44","0.29","13.02"
"2026-08-16 07:10:00","1181","12.79","80.2","9.47","858.45","1.18","1.84","0.71","47.1","15.6","73.2","0.0220","0.7","0.00","13.02","0.1828","21.0","15.3","34.6","281","NAN","NAN","13.587","13.55","17.79","0.26","4.6","13.587","13.53","0.32","13.83"
"2026-08-16 07:15:00","1182","12.80","80.3","9.50","858.21","1.27","1.81","0.68","46.8","15.0","91.9","0.0276","0.9","0.00","13.04","0.1828","16.6","17.6","41.8","281","NAN","NAN","13.602","13.43","17.55","0.34","6.0","13.602","13.51","0.30","14.33"
"2026-08-16 07:20:00","1183","13.07","78.4","9.40","858.40","0.97","1.59","0.60","46.5","10.4","106.7","0.0320","1.1","0.00","13.07","0.1828","21.4","15.8","36.6","281","NAN","NAN","13.625","14.32","17.82","0.46","8.2","13.625","13.53","0.18","14.65"
"2026-08-16 07:25:00","1184","13.41","74.5","8.97","858.43","1.24","1.98","0.71","46.2","11.3","121.7","0.0365","1.2","0.00","13.09","0.1827","23.9","14.7","27.3","281","NAN","NAN","13.633","14.34","17.85","0.61","10.9","13.633","13.53","0.17","14.56"
"2026-08-16 07:30:00","1185","13.72","77.2","9.81","858.46","1.05","1.81","0.48","45.9","16.1","136.0","0.0408","1.4","0.00","13.12","0.1827","26.4","16.2","28.2","281","NAN","NAN","13.662","14.51","18.11","0.76","13.8","13.662","13.55","0.22","14.76"
"2026-08-16 07:35:00","1186","13.74","77.8","9.93","858.31","1.08","1.87","0.75","45.7","15.1","160.6","0.0482","1.7","0.00","13.14","0.1827","15.2","18.2","42.7","281","NAN","NAN","13.683","14.22","17.83","0.80","14.3","13.683","13.58","0.18","15.04"
"2026-08-16 07:40:00","1187","13.59","77.1","9.66","858.27","1.43","2.39","0.65","45.4","15.7","166.7","0.0500","1.7","0.00","13.17","0.1826","22.1","15.8","34.3","281","NAN","NAN","13.701","14.93","17.81","0.95","16.9","13.701","13.58","0.19","14.55"
"2026-08-16 07:45:00","1188","14.02","72.5","9.16","858.38","0.94","1.49","0.67","45.1","12.0","192.7","0.0578","2.0","0.00","13.20","0.1826","21.1","17.1","34.8","281","NAN","NAN","13.707","14.88","18.45","1.06","19.6","13.707","13.64","0.23","15.11"
"2026-08-16 07:50:00","1189","14.31","73.8","9.69","858.26","1.63","2.57","1.10","44.8","10.7","212.3","0.0637","2.2","0.00","13.23","0.1826","24.4","13.6","29.3","281","NAN","NAN","13.759","14.61","17.81","1.02","18.2","13.759","13.63","0.21","15.94"
"2026-08-16 07:55:00","1190","14.51","71.2","9.35","858.18","1.02","1.49","0.58","44.6","16.2","224.2","0.0672","2.4","0.00","13.27","0.1825","19.5","17.2","34.0","281","NAN","NAN","13.766","15.74","18.02","1.00","18.0","13.766","13.67","0.32","15.77"
"2026-08-16 08:00:00","1191","14.68","70.0","9.28","858.35","1.20","1.87","0.88","44.3","7.5","236.2","0.0709","2.5","0.00","13.30","0.1825","19.8","17.9","39.6","281","NAN","NAN","13.752","15.99","18.48","1.04","19.2","13.752","13.63","0.21","16.08"
"2026-08-16 08:05:00","1192","14.63","72.8","9.81","858.17","1.07","1.57","0.64","44.0","12.6","255.0","0.0765","2.7","0.00","13.34","0.1824","18.9","18.8","38.1","281","NAN","NAN","13.788","15.89","18.42","1.37","25.2","13.788","13.73","0.33","15.69"
"2026-08-16 08:10:00","1193","14.73","72.8","9.89","858.16","1.55","2.16","0.85","43.7","12.9","277.1","0.0831","3.0","0.00","13.37","0.1824","26.6","16.0","27.8","281","NAN","NAN","13.805","16.09","18.80","1.30","24.4","13.805","13.67","0.17","16.37"
"2026-08-16 08:15:00","1194","15.15","69.5","9.61","858.14","1.19","2.04","0.64","43.5","14.0","295.8","0.0888","3.2","0.00","13.41","0.1823","18.9","17.3","38.8","281","NAN","NAN","13.831","15.75","18.17","1.38","25.1","13.831","13.73","0.33","16.03"
"2026-08-16 08:20:00","1195","15.20","66.6","9.04","858.00","1.46","2.21","0.88","43.2","11.0","312.4","0.0937","3.4","0.00","13.45","0.1822","24.0","13.7","25.7","281","NAN","NAN","13.857","21.93","18.51","1.47","27.2","13.857","13.71","0.16","20.92"
"2026-08-16 08:25:00","1196","15.62","64.7","9.01","858.13","1.70","2.71","0.98","42.9","14.3","325.2","0.0976","3.5","0.00","13.49","0.1822","18.7","17.0","36.8","281","NAN","NAN","13.868","22.20","18.30","1.61","29.5","13.868","13.81","0.14","20.94"
"2026-08-16 08:30:00","1197","15.84","67.8","9.91","857.94","1.68","2.49","1.05","42.7","10.6","340.4","0.1021","3.7","0.00","13.53","0.1821","25.5","16.7","30.0","281","NAN","NAN","13.876","22.83","18.28","1.78","32.5","13.876","13.73","0.33","21.01"
"2026-08-16 08:35:00","1198","16.14","62.7","9.02","858.15","1.47","2.33","0.87","42.4","11.0","357.5","0.1072","3.9","0.00","13.58","0.1820","20.4","17.5","36.3","281","NAN","NAN","13.905","22.11","19.01","1.61","30.6","13.905","13.84","0.17","21.64"
"2026-08-16 08:40:00","1199","16.09","67.6","10.10","858.08","1.18","1.71","0.74","42.1","8.9","365.9","0.1098","4.0","0.00","13.62","0.1820","24.1","14.2","27.2","281","NAN","NAN","13.930","22.71","18.74","1.76","33.0","13.930","13.86","0.24","21.58"
"2026-08-16 08:45:00","1200","16.62","62.6","9.47","858.03","1.05","1.46","0.66","41.9","17.7","369.2","0.1108","4.0","0.00","13.67","0.1819","21.0","17.9","37.0","281","NAN","NAN","13.908","22.81","18.34","1.74","31.9","13.908","13.80","0.27","22.39"
"2026-08-16 08:50:00","1201","16.63","64.3","9.86","857.83","1.21","1.71","0.79","41.6","14.1","392.4","0.1177","4.3","0.00","13.71","0.1818","22.3","16.3","30.8","281","NAN","NAN","13.947","23.42","18.42","1.92","35.4","13.947","13.85","0.20","21.73"
"2026-08-16 08:55:00","1202","16.57","61.4","9.12","857.86","0.91","1.56","0.57","41.3","8.2","404.6","0.1214","4.4","0.00","13.76","0.1817","24.7","16.2","29.5","281","NAN","NAN","13.961","23.58","19.23","2.02","38.8","13.961","13.84","0.13","22.24"
"2026-08-16 09:00:00","1203","16.94","62.5","9.74","857.86","1.19","2.08","0.58","41.1","11.6","414.2","0.1243","4.5","0.00","13.81","0.1817","25.0","15.0","29.9","281","NAN","NAN","13.966","23.17","18.78","2.03","38.1","13.966","13.88","0.14","22.72"
"2026-08-16 09:05:00","1204","17.57","57.5","9.08","857.74","1.02","1.69","0.76","40.8","13.5","452.8","0.1358","5.0","0.00","13.86","0.1816","18.8","16.4","36.5","281","NAN","NAN","13.998","24.64","18.92","2.07","39.2","13.998","13.94","0.23","23.44"
"2026-08-16 09:10:00","1205","17.53","58.8","9.39","857.94","1.49","2.14","0.82","40.6","8.2","466.6","0.1400","5.1","0.00","13.91","0.1815","21.1","14.2","33.9","281","NAN","NAN","14.006","24.21","19.34","2.24","43.3","14.006","13.95","0.15","22.58"
"2026-08-16 09:15:00","1206","17.75","59.7","9.82","857.65","1.49","2.51","0.86","40.3","15.7","473.9","0.1422","5.2","0.00","13.96","0.1814","25.4","16.3","29.9","281","NAN","NAN","14.044","24.29","19.43","2.21","42.9","14.044","13.95","0.19","23.40"
"2026-08-16 09:20:00","1207","18.07","58.3","9.76","857.76","1.21","2.04","0.69","40.0","16.0","485.5","0.1457","5.3","0.00","14.02","0.1813","22.6","15.7","29.6","281","NAN","NAN","14.056","24.64","18.93","2.40","45.4","14.056","13.97","0.13","23.37"
"2026-08-16 09:25:00","1208","17.85","56.7","9.13","857.79","2.04","2.79","1.22","39.8","10.9","480.9","0.1443","5.3","0.00","14.07","0.1812","22.0","12.5","29.4","281","NAN","NAN","14.041","24.09","19.34","2.19","42.4","14.041","13.98","0.12","23.57"
"2026-08-16 09:30:00","1209","18.16","58.1","9.81","857.69","1.37","2.04","0.93","39.5","9.7","509.8","0.1530","5.6","0.00","14.12","0.1811","24.1","16.5","31.1","281","NAN","NAN","14.076","25.04","18.97","2.47","46.9","14.076","13.96","0.20","23.90"
"2026-08-16 09:35:00","1210","18.32","55.7","9.30","857.66","1.83","2.53","1.24","39.3","7.9","513.7","0.1541","5.7","0.00","14.18","0.1810","20.8","13.9","32.4","281","NAN","NAN","14.081","24.22","19.39","2.39","46.3","14.081","13.94","0.34","23.64"
"2026-08-16 09:40:00","1211","18.81","56.4","9.97","857.41","1.92","2.80","0.87","39.0","9.9","547.8","0.1643","6.1","0.00","14.24","0.1809","23.0","13.5","28.6","281","NAN","NAN","14.124","25.39","19.26","2.52","48.5","14.124","14.05","0.23","24.05"
